MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
9,5,6,2,7,4,5,4,4,1,7,2,6,6,3,4,3,7,2,5,0.46
4,5,4,6,1,5,6,5,3,10,7,7,6,9,5,1,4,6,4,6,0.52
7,9,5,4,6,5,3,6,3,5,6,5,4,6,4,3,4,5,13,4,0.535
3,3,5,7,3,6,3,3,6,4,2,4,6,2,2,5,5,8,3,8,0.44
3,4,8,6,4,2,6,4,7,9,4,6,3,6,5,4,7,7,5,3,0.515
5,6,3,6,4,2,4,1,8,4,6,3,12,4,2,9,7,5,3,1,0.475
2,8,7,7,2,6,4,10,4,4,10,9,5,3,3,1,6,6,5,2,0.52
9,1,4,8,5,6,6,7,5,6,5,7,5,6,6,5,10,3,7,4,0.575
7,4,2,4,4,4,2,5,4,7,8,5,2,5,4,1,8,9,10,2,0.485
5,7,2,4,5,5,5,11,5,1,5,5,5,4,2,4,4,3,4,4,0.45
3,6,8,7,4,6,2,6,4,7,7,3,7,5,6,2,3,7,7,5,0.525
4,8,7,3,4,1,8,5,5,6,7,2,7,8,7,4,4,6,8,3,0.535
1,5,7,4,4,8,4,5,3,6,4,7,6,5,5,4,1,9,5,5,0.49
3,7,4,5,7,5,7,6,7,6,3,4,1,4,3,7,9,10,5,5,0.54
3,2,4,2,7,4,5,7,2,4,3,2,2,5,4,9,5,7,5,7,0.445
5,3,3,8,6,5,1,6,7,4,6,6,3,8,4,4,2,4,6,4,0.475
5,6,3,7,4,6,7,7,4,3,5,9,6,3,6,5,7,4,3,3,0.515
2,8,4,7,6,10,4,3,7,5,2,3,3,3,6,4,5,7,3,4,0.48
4,5,5,4,5,4,5,7,6,1,2,6,6,3,6,4,4,7,2,6,0.46
3,4,4,3,6,5,6,6,3,5,2,6,4,6,6,4,5,7,6,5,0.48
2,7,5,4,6,4,5,6,5,6,5,3,2,3,4,5,9,6,2,2,0.455
3,4,8,4,1,4,9,8,5,5,2,3,7,7,3,6,8,5,10,9,0.555
4,11,2,7,5,6,4,3,2,2,5,8,4,7,13,6,4,4,6,6,0.545
5,4,6,4,5,2,6,3,4,1,7,7,7,4,8,8,4,4,6,4,0.495
5,5,6,3,5,4,4,11,7,5,5,3,6,2,5,3,5,5,7,5,0.505
6,6,8,2,4,4,7,3,5,3,7,7,5,6,10,5,1,4,6,6,0.525
4,3,9,3,7,3,6,5,8,6,7,6,4,4,5,5,1,1,5,11,0.515
8,3,4,6,6,5,6,7,5,4,8,10,3,4,5,6,6,4,2,6,0.54
5,8,1,4,3,7,5,5,8,4,6,3,3,4,1,11,6,9,3,2,0.49
9,6,7,5,3,3,6,5,2,6,7,4,5,3,8,3,5,5,4,4,0.5
4,5,2,5,3,5,7,4,13,9,2,4,5,6,3,9,3,4,6,8,0.535
4,3,8,4,4,5,1,2,4,5,6,7,8,8,5,6,8,2,7,6,0.515
2,5,4,9,2,8,3,2,10,5,4,9,3,3,5,2,2,8,3,3,0.46
4,8,6,4,9,1,8,6,3,3,3,5,2,4,4,6,2,5,6,7,0.48
4,5,5,5,7,7,6,4,0,9,2,4,6,4,2,4,4,6,4,3,0.455
8,0,4,4,6,4,3,3,4,5,4,7,2,6,5,7,9,4,2,7,0.47
4,5,6,5,9,9,3,4,9,4,6,2,5,5,3,6,8,3,3,5,0.52
3,6,2,6,4,2,7,2,6,1,8,8,4,3,6,5,5,4,3,3,0.44
5,3,3,8,4,7,10,2,4,6,4,3,2,4,4,4,6,3,3,4,0.445
4,8,7,7,5,2,7,4,8,4,6,7,4,6,9,5,5,3,2,6,0.545
6,4,3,3,3,1,3,6,6,5,6,2,5,6,8,5,5,9,8,6,0.5
2,3,6,3,6,4,4,2,4,3,4,10,6,5,9,6,4,7,8,7,0.515
5,8,4,6,3,5,3,5,4,4,6,8,8,8,7,1,3,4,4,7,0.515
8,8,2,3,5,5,6,2,3,5,3,10,6,5,8,3,5,8,5,4,0.52
5,4,5,5,7,8,4,3,6,6,5,8,5,6,6,3,3,10,3,7,0.545
5,8,9,6,2,4,2,2,4,3,2,2,4,3,8,3,2,12,2,9,0.46
8,5,6,4,7,7,6,1,9,3,2,5,3,6,5,2,4,5,5,2,0.475
5,9,5,8,4,4,7,8,7,7,4,5,1,3,4,7,3,2,7,1,0.505
4,3,4,2,6,2,6,8,7,2,7,2,11,3,8,6,2,3,7,7,0.5
5,3,3,3,4,6,4,5,2,4,5,6,2,9,5,7,1,7,12,9,0.51
5,4,6,2,5,6,6,8,1,4,6,4,1,5,7,11,3,5,8,10,0.535
4,4,7,4,5,3,6,5,5,5,6,8,7,1,3,6,3,0,3,9,0.47
8,6,4,5,3,5,2,5,4,11,4,4,1,3,1,1,5,3,6,2,0.415
1,6,5,4,4,2,5,5,3,5,6,7,3,6,5,4,4,7,3,11,0.48
4,2,2,1,6,9,3,4,7,7,2,5,6,4,4,7,5,10,3,5,0.48
4,3,8,5,2,3,1,7,7,4,8,6,3,5,10,4,4,4,3,3,0.47
4,3,4,9,1,3,7,2,11,5,4,4,9,2,5,2,7,8,0,6,0.48
5,5,4,5,1,4,6,8,4,4,1,8,5,5,6,5,8,5,4,9,0.51
6,1,4,3,4,5,4,2,4,3,9,4,0,4,6,4,6,12,7,7,0.475
1,5,7,9,3,3,3,5,4,3,7,6,8,5,5,3,3,1,3,3,0.435
5,3,3,4,4,3,2,4,3,8,3,8,5,8,3,4,12,11,4,6,0.515
5,6,4,7,5,6,11,3,1,5,1,4,5,7,8,4,2,7,7,8,0.53
2,3,4,8,2,5,2,4,2,6,4,2,9,4,2,5,6,5,8,4,0.435
5,0,6,6,5,4,2,6,8,3,9,4,1,4,5,9,9,3,9,2,0.5
6,8,6,2,6,3,2,5,5,4,7,5,4,3,5,2,9,11,3,5,0.505
6,6,5,4,4,4,4,4,3,4,1,8,6,6,9,1,5,1,6,5,0.46
11,2,5,3,6,4,3,4,8,6,4,7,2,5,2,8,4,3,9,8,0.52
2,5,4,5,3,8,6,8,3,5,1,2,4,5,3,4,4,5,9,4,0.45
5,8,6,11,1,4,5,7,7,6,5,8,4,3,3,2,3,6,4,5,0.515
7,5,8,5,6,2,3,3,2,9,5,5,6,5,9,7,6,4,6,6,0.545
5,4,2,7,3,3,2,4,3,6,6,7,3,3,5,6,6,4,1,4,0.42
3,7,4,1,6,11,8,6,7,4,4,4,4,6,5,3,7,4,4,3,0.505
9,5,8,8,2,1,3,8,7,5,1,6,6,4,3,8,10,5,3,6,0.54
8,2,4,5,2,5,5,3,7,2,3,5,4,6,7,7,4,9,5,6,0.495
3,7,2,4,2,2,9,9,3,4,6,4,3,8,3,5,3,4,3,5,0.445
6,4,3,8,8,4,6,1,6,4,5,5,5,5,7,6,4,4,7,6,0.52
7,4,5,4,4,7,3,8,4,6,5,10,5,5,9,8,4,3,10,4,0.575
5,4,5,3,7,6,5,4,3,3,4,4,3,6,4,3,5,5,5,5,0.445
4,4,6,7,7,5,5,5,6,6,1,3,5,3,5,4,10,4,9,7,0.53
4,3,4,3,4,7,4,5,4,4,7,6,5,7,5,6,4,6,3,6,0.485
6,4,7,3,3,5,7,6,9,5,6,3,5,8,6,4,0,5,3,6,0.505
8,5,6,6,9,4,6,3,4,3,7,4,5,1,7,5,4,5,4,2,0.49
5,1,4,4,1,10,5,3,5,3,7,4,7,4,7,5,2,7,5,6,0.475
5,5,4,3,4,1,3,8,7,4,4,4,3,6,10,3,6,6,3,10,0.495
3,0,5,5,1,6,1,6,6,3,10,6,3,8,6,1,1,4,4,3,0.41
8,2,6,5,5,11,2,6,5,9,3,10,3,4,7,6,6,4,6,6,0.57
7,8,10,11,2,2,6,9,6,1,4,2,9,8,4,7,5,3,3,5,0.56
4,8,5,4,2,6,4,4,5,7,9,2,2,2,5,3,6,5,2,8,0.465
6,2,8,6,7,9,6,2,3,7,8,8,2,4,4,10,8,8,3,6,0.585
11,9,4,6,4,6,8,1,4,4,7,5,5,5,4,3,1,5,2,2,0.48
4,5,5,8,5,5,7,6,2,3,1,6,3,5,4,6,1,8,4,4,0.46
6,2,3,4,6,7,4,6,5,5,5,4,3,2,8,5,4,6,5,6,0.48
2,2,4,4,5,8,4,4,4,10,3,5,8,4,8,5,9,7,5,4,0.525
5,3,6,6,3,6,1,5,8,8,9,3,1,9,7,6,2,6,4,2,0.5
8,4,4,3,3,3,4,4,4,4,9,7,7,7,5,4,5,6,2,2,0.475
3,5,7,2,6,2,7,8,8,4,6,5,1,2,3,6,2,6,8,6,0.485
5,4,3,7,2,3,5,1,5,5,3,8,5,3,2,7,5,5,8,5,0.455
6,4,2,6,7,8,2,4,3,2,2,9,6,4,4,4,8,10,5,2,0.49
2,5,4,7,3,5,4,4,4,7,1,7,4,4,2,14,7,7,2,3,0.48
7,4,4,5,4,5,7,6,6,7,2,6,1,11,5,9,5,2,4,5,0.525
8,7,6,3,2,7,7,3,5,4,8,9,6,6,4,2,6,9,8,6,0.58
3,3,10,7,6,3,5,4,3,5,6,5,3,5,3,6,4,5,5,1,0.46
5,1,3,7,10,5,5,6,6,6,3,3,5,5,5,6,4,7,8,5,0.525
2,6,1,3,6,6,3,5,4,2,6,3,6,6,10,5,5,5,4,3,0.455
5,11,2,4,6,3,4,6,2,4,2,6,2,9,11,5,6,1,5,3,0.485
5,3,4,10,4,6,3,8,4,2,2,5,4,7,5,5,2,10,6,10,0.525
2,4,5,4,5,1,3,5,1,9,9,9,2,3,8,7,3,7,2,5,0.47
8,4,4,7,7,4,5,5,1,4,8,3,2,2,4,4,7,5,2,6,0.46
6,0,7,6,7,7,4,5,5,6,3,8,5,3,6,2,3,3,3,4,0.465
3,4,5,5,1,6,12,7,5,2,3,2,6,3,5,4,10,6,8,6,0.515
3,3,4,6,3,10,3,5,4,7,4,5,11,5,4,6,5,2,3,3,0.48
8,7,2,12,4,7,4,4,6,5,7,6,3,3,5,8,6,5,5,7,0.57
2,6,3,5,6,2,3,4,4,3,4,5,6,2,3,2,4,3,4,4,0.375
4,5,3,3,7,7,3,1,6,1,4,7,2,9,3,8,2,3,1,13,0.46
6,1,7,4,6,5,2,6,7,5,7,8,4,3,3,4,3,3,7,1,0.46
4,5,2,5,2,6,6,10,2,1,3,8,1,6,3,4,0,5,8,2,0.415
5,8,1,5,9,6,9,8,4,5,7,6,11,6,1,9,3,1,3,2,0.545
3,3,5,3,0,3,6,6,8,5,5,9,5,8,4,10,6,10,4,5,0.54
4,6,7,6,3,9,4,0,6,7,5,3,4,9,5,4,4,6,5,5,0.51
6,4,3,7,4,6,4,3,6,6,3,1,5,4,5,5,7,6,5,10,0.5
2,5,5,1,5,7,6,3,3,4,2,2,3,4,4,7,4,3,4,5,0.395
5,6,7,3,2,3,3,5,4,7,3,10,6,4,10,7,8,4,2,4,0.515
4,1,9,4,5,6,8,7,4,9,11,3,6,3,5,5,3,7,7,6,0.565
7,0,8,6,5,2,6,7,10,5,6,5,2,2,6,3,5,2,5,5,0.485
5,8,3,7,5,5,4,6,8,4,2,3,2,4,4,4,7,6,11,13,0.555
9,2,1,2,7,0,3,7,2,6,9,4,4,2,3,4,5,8,5,9,0.46
1,2,2,5,5,2,3,8,1,3,6,2,6,2,4,4,9,3,5,6,0.395
4,4,5,3,4,3,3,5,4,7,4,7,5,4,3,3,6,3,8,8,0.465
9,3,7,6,6,3,7,8,4,7,4,4,4,6,7,4,3,3,3,8,0.53
6,6,5,5,8,9,8,12,6,5,1,4,7,2,5,4,3,6,1,3,0.53
2,4,7,4,9,1,10,7,6,4,5,3,1,2,3,5,5,11,3,6,0.49
5,5,7,2,9,3,9,5,5,2,5,5,3,7,8,4,5,4,4,4,0.505
4,8,4,4,3,3,3,7,5,3,4,4,2,2,7,9,2,4,8,6,0.46
3,9,7,7,4,3,7,8,5,5,2,2,7,6,5,2,4,8,5,9,0.54
0,4,4,3,6,4,2,2,5,4,6,7,5,7,4,3,5,7,7,4,0.445
4,5,3,5,4,1,4,6,2,8,3,5,3,2,8,8,2,5,3,4,0.425
3,8,5,6,4,6,4,2,5,6,8,6,7,3,2,3,7,3,4,3,0.475
5,7,7,4,9,3,6,7,6,5,4,2,7,3,6,6,8,4,4,9,0.56
8,4,5,4,3,3,3,3,8,4,5,6,7,5,1,6,4,4,6,9,0.49
0,3,4,9,5,9,11,5,5,2,9,4,6,6,7,6,9,5,5,4,0.57
3,5,8,4,10,4,4,5,2,5,6,3,7,6,8,8,9,7,2,3,0.545
3,2,2,7,5,3,5,2,4,3,3,3,1,2,6,6,3,6,4,4,0.37
6,5,4,6,3,5,4,2,10,7,8,3,7,4,3,10,4,3,5,4,0.515
5,7,2,3,3,4,8,4,5,3,2,10,7,5,5,2,2,3,2,5,0.435
8,5,4,5,8,8,7,5,7,6,4,5,7,2,4,6,9,6,4,3,0.565
4,7,7,2,6,7,10,4,2,4,3,6,5,5,6,6,3,5,2,4,0.49
2,5,6,3,4,7,4,3,3,5,4,1,4,0,6,3,3,7,6,6,0.41
11,1,5,10,6,9,3,7,9,6,2,5,3,1,2,7,8,6,4,3,0.54
6,2,5,7,5,3,4,3,6,3,11,5,8,4,10,3,4,3,6,7,0.525
4,3,4,6,6,2,5,7,8,4,8,6,4,7,6,7,7,3,2,9,0.54
6,6,4,2,5,1,3,6,5,7,5,5,6,6,4,7,5,3,3,2,0.455
3,6,6,6,4,4,6,5,7,4,5,4,8,3,3,3,6,7,6,6,0.51
2,6,7,8,9,2,3,3,4,4,4,10,7,3,3,0,7,5,8,6,0.505
2,5,2,6,4,4,5,6,8,4,8,5,8,5,7,5,4,3,7,2,0.5
4,8,4,2,6,4,7,2,6,5,7,9,8,5,6,6,5,3,6,7,0.55
3,2,2,8,10,4,2,3,3,4,5,6,7,9,10,6,3,5,3,6,0.505
8,6,7,5,1,7,6,4,7,5,9,9,5,2,3,1,5,7,4,2,0.515
9,6,5,8,4,5,3,3,2,7,6,2,5,7,9,3,2,2,8,2,0.49
6,9,5,9,3,2,7,4,3,4,6,5,2,7,3,7,2,7,2,9,0.51
7,5,4,4,5,6,1,5,3,5,3,4,5,7,6,1,2,4,7,7,0.455
3,4,3,4,5,7,4,1,4,4,3,6,8,3,3,3,5,4,2,8,0.42
7,6,2,4,7,4,6,2,9,4,4,6,6,5,2,2,6,3,3,6,0.47
4,2,5,3,0,3,4,6,2,4,8,2,2,4,8,7,5,3,10,5,0.435
8,7,1,2,5,2,5,3,3,4,5,3,5,6,4,2,2,7,5,2,0.405
2,10,7,4,3,3,4,5,2,2,6,4,3,3,6,8,9,5,5,7,0.49
4,8,6,2,10,8,4,8,6,10,6,7,3,6,5,4,2,5,4,4,0.56
6,7,4,3,6,4,8,7,3,4,1,6,6,10,4,3,4,6,3,1,0.48
5,5,5,3,8,6,2,10,3,7,5,3,4,7,1,7,3,5,4,5,0.49
6,7,1,3,5,2,5,7,5,6,5,4,4,4,7,4,4,3,8,6,0.48
2,7,4,3,4,7,4,2,6,7,6,9,4,5,5,4,7,3,1,5,0.475
3,4,5,6,6,7,9,7,2,6,5,2,7,4,4,3,5,6,6,3,0.5
5,10,3,6,2,7,3,7,2,6,4,7,4,8,1,3,6,3,3,8,0.49
4,6,1,6,9,5,7,6,8,5,7,2,8,6,6,2,2,4,2,5,0.505
1,7,9,4,4,2,5,9,4,3,6,6,5,3,3,3,5,4,4,5,0.46
10,5,6,5,6,4,9,6,7,4,3,4,3,4,6,5,6,7,7,10,0.585
8,4,7,5,8,2,2,3,4,9,3,5,4,5,4,6,7,3,4,4,0.485
7,3,3,2,3,6,4,6,3,5,6,1,5,3,11,4,4,5,7,6,0.47
4,3,5,4,3,4,3,3,4,4,7,7,4,4,10,7,3,3,5,3,0.45
7,7,7,6,5,10,4,5,5,6,2,1,6,1,2,6,3,7,10,3,0.515
9,7,7,2,7,4,6,2,4,7,8,3,4,2,3,3,1,4,1,5,0.445
5,8,2,3,1,8,5,11,5,5,9,10,4,4,4,2,7,6,0,6,0.525
7,5,7,8,3,4,3,7,5,7,6,8,6,7,6,4,7,4,9,9,0.61
8,1,7,2,3,8,5,2,4,3,6,7,5,4,5,5,8,8,5,7,0.515
4,4,6,3,10,4,1,5,5,4,6,8,2,4,1,3,6,4,3,2,0.425
7,5,7,8,4,5,4,4,4,2,6,0,8,8,6,4,2,3,8,7,0.51
1,6,2,7,7,6,7,5,4,2,5,2,6,5,3,3,3,3,4,5,0.43
5,9,5,5,8,4,4,10,2,4,6,5,2,2,4,8,5,5,4,5,0.51
4,5,4,7,4,2,3,4,9,3,7,7,9,5,5,3,4,11,4,6,0.53
3,5,6,6,3,4,6,11,5,0,4,8,2,5,4,2,8,3,5,4,0.47
4,2,3,5,3,4,3,5,3,2,7,6,4,3,5,5,3,2,1,5,0.375
5,0,3,6,8,4,6,2,3,4,6,3,2,3,7,6,4,3,2,2,0.395
8,8,4,4,5,1,3,2,6,9,5,1,4,1,5,7,8,3,3,5,0.46
7,5,6,9,3,7,3,3,3,4,4,9,1,3,3,4,3,4,3,2,0.43
4,2,5,6,5,2,4,10,6,3,5,6,4,7,2,3,10,4,6,3,0.485
9,3,5,6,3,5,8,3,5,8,4,2,9,0,3,2,8,4,4,3,0.47
7,4,3,6,0,13,10,7,5,1,1,7,6,8,5,5,6,3,6,4,0.535
4,3,3,6,4,8,6,5,7,4,12,3,7,6,3,5,5,9,4,4,0.54
7,3,2,4,9,5,5,5,4,5,3,10,12,5,5,4,5,5,8,5,0.555
7,5,3,3,5,10,3,4,3,3,5,5,9,7,7,6,4,4,4,5,0.51
7,5,3,4,5,5,12,4,4,5,5,4,6,6,6,12,11,11,2,1,0.59
5,5,5,5,1,7,5,10,7,0,6,8,8,4,6,7,7,3,6,7,0.56
5,1,2,4,4,3,6,1,2,3,4,7,7,8,4,11,9,4,6,3,0.47
5,6,6,5,7,1,1,2,8,5,6,2,0,3,6,6,5,9,4,8,0.475
8,4,4,5,4,2,8,6,5,5,5,4,2,2,4,7,9,3,9,3,0.495
6,6,3,12,5,5,2,1,5,4,6,6,6,4,5,2,5,4,4,4,0.475
5,1,8,6,1,3,4,4,7,4,5,2,5,7,6,5,6,4,6,7,0.48
0,2,8,5,1,2,3,7,1,5,8,4,1,6,7,6,3,2,5,7,0.415
4,3,7,5,1,3,8,4,3,4,4,5,4,9,4,8,4,3,4,4,0.455
9,5,3,5,3,8,4,4,9,7,4,5,6,5,6,4,2,2,7,4,0.51
8,3,4,4,5,5,5,6,3,3,6,4,5,2,4,4,1,4,5,6,0.435
2,5,1,3,8,3,4,3,9,7,6,7,4,5,4,7,3,5,4,5,0.475
5,2,12,6,5,2,8,4,4,2,3,3,3,4,2,4,9,6,5,9,0.49
1,11,5,3,6,6,4,7,7,5,4,2,3,8,4,6,9,7,2,7,0.535
8,2,3,2,6,6,3,3,7,5,5,3,5,5,11,6,6,7,2,6,0.505
2,7,6,5,2,5,1,3,2,6,5,3,7,4,3,10,7,9,10,4,0.505
4,3,7,6,2,3,5,8,7,3,2,2,5,7,4,8,4,5,7,4,0.48
4,1,6,5,3,4,4,7,7,7,5,2,5,2,3,12,4,0,4,4,0.445
9,5,4,3,6,5,4,6,5,4,7,7,10,4,7,10,5,3,4,9,0.585
7,3,8,5,4,4,3,3,3,3,5,1,5,7,8,3,3,2,8,8,0.465
3,4,12,7,3,3,5,2,6,7,1,8,8,6,5,6,8,6,6,6,0.56
7,5,2,7,6,5,7,8,6,4,3,5,6,5,6,4,2,5,4,8,0.525
8,6,4,4,2,7,10,5,4,3,6,2,6,9,6,6,6,4,3,3,0.52
10,5,4,8,6,5,6,8,6,3,3,9,5,3,3,8,2,9,3,9,0.575
7,8,9,3,5,5,8,5,6,5,3,4,4,6,9,5,4,3,11,5,0.575
2,4,6,3,5,6,6,4,3,8,5,7,6,3,4,3,5,4,3,5,0.46
4,6,7,3,2,3,2,5,3,3,5,6,3,7,8,8,6,6,2,4,0.465
3,5,10,6,6,8,1,2,4,6,4,4,9,4,6,3,5,3,4,2,0.475
5,6,7,8,0,6,3,10,3,6,7,8,4,10,4,7,3,5,4,8,0.57
7,4,4,5,5,5,6,5,2,4,4,7,3,8,5,11,3,6,6,5,0.525
6,3,5,5,5,6,11,5,6,3,2,10,4,5,5,5,4,3,0,6,0.495
4,2,5,6,7,6,2,3,2,4,10,5,3,4,6,8,8,4,6,2,0.485
6,2,7,4,4,5,6,4,4,2,2,2,7,3,3,5,5,5,5,6,0.435
7,7,4,4,5,4,5,9,8,9,8,7,8,5,2,5,5,9,2,4,0.585
4,1,1,10,1,6,7,4,6,6,3,2,11,5,3,3,3,2,8,2,0.44
9,7,4,2,4,5,11,4,5,2,8,2,5,4,4,2,4,4,8,10,0.52
8,4,5,5,6,8,1,2,6,2,3,2,4,6,5,1,7,5,3,6,0.445
6,6,4,8,4,4,4,9,5,6,6,9,5,7,3,0,6,4,5,6,0.535
6,4,3,3,7,6,1,9,6,4,6,5,7,9,6,1,6,5,3,10,0.535
3,2,5,10,9,6,3,7,5,3,3,4,6,4,7,3,6,5,4,8,0.515
4,8,7,4,8,2,3,9,3,5,11,4,3,5,3,4,5,4,7,9,0.54
5,3,4,3,10,8,6,4,6,3,5,5,10,3,4,4,6,1,6,5,0.505
5,4,6,4,4,4,3,1,3,8,4,5,2,2,6,5,2,5,5,1,0.395
5,3,4,5,4,6,6,7,7,2,3,5,3,6,5,2,4,3,6,4,0.45
3,10,4,3,2,3,2,5,4,11,4,1,1,4,7,6,6,1,5,6,0.44
4,3,4,5,2,3,4,0,1,4,3,7,3,5,3,5,5,9,5,5,0.4
9,3,3,8,5,6,8,1,5,1,3,6,4,5,8,4,3,2,3,9,0.48
4,6,4,5,6,6,7,6,1,5,5,7,2,3,9,5,3,6,5,5,0.5
7,4,3,4,3,11,5,3,4,3,2,5,4,4,4,6,4,8,3,4,0.455
8,6,4,3,5,7,12,8,3,4,3,2,3,6,8,2,8,4,8,6,0.55
3,3,4,7,5,8,5,6,5,7,6,2,5,3,7,4,1,5,4,6,0.48
6,5,6,2,2,5,10,3,6,4,9,9,1,6,1,3,8,8,4,8,0.53
5,7,2,6,3,8,4,5,5,4,7,1,7,8,5,7,1,5,5,2,0.485
2,3,6,7,4,4,4,4,3,2,7,6,7,3,7,6,4,8,7,2,0.48
1,4,4,8,3,5,2,2,3,6,6,4,6,3,2,3,5,5,6,13,0.455
2,4,3,3,2,4,6,7,8,1,5,10,8,2,9,2,8,8,8,0,0.5
5,7,5,7,5,4,5,6,7,3,8,5,7,5,4,9,5,4,2,0,0.515
5,8,4,5,2,7,4,5,3,5,3,3,3,4,5,3,5,7,1,6,0.44
2,8,8,6,2,5,6,7,9,3,3,9,3,4,3,5,2,4,3,5,0.485
8,3,6,7,8,6,4,10,5,4,6,8,6,7,4,2,4,3,5,4,0.55
5,2,4,7,4,5,6,4,8,4,3,7,7,9,2,3,2,6,8,7,0.515
5,6,5,3,4,10,2,2,5,3,4,5,5,3,6,6,1,5,8,3,0.455
3,4,8,3,5,3,5,12,7,4,2,6,7,3,4,7,4,8,3,8,0.53
5,4,2,5,4,5,3,7,8,5,3,5,6,3,4,2,3,5,7,10,0.48
9,6,6,2,7,6,5,6,6,3,5,2,9,2,5,4,5,3,6,9,0.53
5,4,7,4,2,3,12,8,1,5,0,7,7,5,8,3,4,3,7,5,0.5
4,5,7,6,7,3,9,3,4,4,7,6,5,6,4,7,8,5,7,3,0.55
6,6,4,8,2,8,4,1,3,6,4,0,5,10,4,5,6,4,2,7,0.475
6,4,7,5,3,7,6,2,9,1,10,7,4,8,5,4,2,2,3,5,0.5
5,3,8,4,4,6,3,5,6,7,2,6,3,7,5,7,3,2,3,5,0.47
11,3,2,5,6,5,4,3,5,4,8,6,4,4,8,9,8,5,1,4,0.525
3,5,9,5,1,5,4,5,6,3,6,2,6,5,3,6,6,5,4,4,0.465
7,7,3,6,6,7,4,6,5,2,3,1,7,5,7,7,4,6,5,6,0.52
6,4,4,4,4,3,5,2,4,2,6,7,6,6,5,6,4,7,5,5,0.475
3,2,7,3,4,6,5,2,5,5,4,5,4,4,12,6,2,5,3,1,0.44
1,4,4,5,2,5,5,2,3,2,3,3,6,9,4,4,3,4,3,4,0.38
9,5,8,6,3,5,8,6,5,3,10,6,6,4,3,4,1,3,7,2,0.52
3,8,3,4,6,4,5,7,6,4,4,8,3,4,4,7,6,3,6,2,0.485
5,4,4,8,5,4,1,5,4,3,5,4,4,9,3,7,4,2,7,6,0.47
8,7,8,6,6,7,6,4,5,5,2,6,3,5,5,3,7,4,5,7,0.545
1,5,6,4,7,5,4,6,6,3,11,7,2,7,10,3,2,4,2,3,0.49
5,4,5,3,2,2,7,8,6,8,1,7,4,4,4,6,9,4,3,8,0.5
4,4,5,5,6,6,9,7,6,4,4,0,10,4,4,7,4,6,10,5,0.55
6,5,1,5,5,11,3,5,9,4,8,3,8,3,3,6,7,4,10,1,0.535
2,11,8,5,4,5,1,5,6,7,7,6,2,7,4,4,6,7,5,5,0.535
7,9,5,5,5,6,2,9,7,6,1,5,9,3,8,4,6,4,8,5,0.57
4,4,6,7,6,2,5,3,1,7,2,5,4,1,4,2,4,4,2,6,0.395
5,6,3,5,4,5,4,4,2,3,5,8,4,3,7,4,2,7,7,6,0.47
5,6,5,5,2,4,5,4,3,5,2,3,6,4,2,1,6,4,3,6,0.405
3,7,7,5,8,2,5,4,9,3,6,2,2,3,4,2,5,9,7,12,0.525
6,3,6,8,8,5,3,5,9,2,2,2,2,8,5,3,3,6,5,7,0.49
4,1,7,5,6,4,3,6,6,4,9,6,3,6,3,5,7,7,4,4,0.5
5,3,4,8,2,10,6,7,11,4,8,7,2,3,1,7,2,5,5,4,0.52
4,5,6,5,2,6,8,3,2,2,4,7,6,8,7,4,3,0,5,3,0.45
2,6,5,6,8,6,7,4,5,6,8,3,6,3,5,4,3,10,2,8,0.535
5,5,3,5,1,3,7,2,7,1,3,6,3,3,5,7,4,3,4,3,0.4
2,7,6,4,5,6,7,7,5,7,4,3,2,6,4,7,7,5,1,4,0.495
3,5,9,7,6,3,7,2,4,4,5,7,10,6,1,3,5,6,3,5,0.505
4,5,5,9,10,6,6,8,7,3,4,6,3,5,4,4,5,3,4,5,0.53
8,5,4,6,4,7,5,7,4,2,6,4,6,5,5,6,5,6,3,5,0.515
5,10,2,2,5,6,3,3,5,3,4,6,4,7,5,9,3,5,2,3,0.46
9,5,2,7,7,2,5,5,9,13,2,5,7,4,4,4,2,6,8,6,0.56
7,12,5,4,6,4,6,10,7,3,5,5,5,4,3,5,6,2,5,4,0.54
4,2,7,8,6,3,4,8,5,3,6,5,7,1,7,3,4,8,3,8,0.51
4,6,2,9,5,3,9,2,3,1,7,5,2,3,6,4,8,4,5,8,0.48
4,5,4,4,6,8,3,3,3,4,3,4,3,6,3,7,8,5,7,6,0.48
7,2,7,4,6,5,8,6,5,3,5,6,3,4,5,3,4,4,7,3,0.485
7,7,6,5,5,6,3,5,7,2,5,7,4,6,5,4,4,3,3,3,0.485
6,8,4,6,5,6,6,4,5,6,5,5,2,3,1,3,3,4,6,6,0.47
5,7,4,4,3,2,5,6,5,6,2,6,5,3,6,5,6,6,2,4,0.46
5,6,7,3,7,4,6,5,6,4,1,2,5,6,5,7,5,9,5,7,0.525
6,6,2,5,3,5,2,7,4,7,5,2,4,5,5,4,3,8,2,8,0.465
6,5,6,1,3,4,5,6,5,1,6,8,4,1,6,5,6,2,3,7,0.45
5,7,6,5,4,7,4,6,7,3,8,4,3,4,5,4,5,5,4,6,0.51
2,6,7,5,6,2,3,5,7,8,3,6,6,3,5,4,6,5,4,4,0.485
